id,strategy
634,"Looked across the top, assumed about 30 people in the first row... Maybe more like 30-40... Then I looked at the vertical axis and I knew more than 10 was aligned on that sp I stayed safe with 10 because of the space between people. So it could be like 600 but I just wanted to aim lower."
963,"I started by looking at the number of seats per row in a section, which appeared to be around 10-12. I then looked at the number of rows, which was also around 10-12, so I estimated about 1000 per section. Then I counted the sections and it was around 7-8 sections on each of the two levels for a total of approximately 14000."
378,First tried to estimate the number of people in a middle row. Then estimated the number of rows. Double checked that buy saying that this image is about 10-15% of a stadium is whould hold about x people
1604,I grouped them in what i think 100 people would look like then started circling the âhundredsâ i see until i got to that number
1598,Just estimate how many people based on the rows
158,I just tried my best to estimate what the number is. I didn't count them or anything I just guessed.
994,I sectioned off a part of the crowd and made a small estimate of how many people were in that section. Then I multiplied my guess across the entire crowd.
609,I estimated the number of rows and then the number of people in each row using my own personal experience of how people are seated in stadiums and roughly how much space they take combined with an estimate of how much and how far the picture showed.
1154,Pure estimate 
726,"I tried to picture how many usually fit on a typical city bus, I would guess that is about 100, I tried to group bus-fulls of people, if that makes any sort of sense."
232,"Knowing that many stadiums can take a capacity of about 10000 people and also knowing that the amount of students in university is about 2500 -3000 people, based on research. I deduced that the amount of people in the picture were somewhere in the 2000s because they were way too small to be 5000 - 10000."
1194,I imagined an arena and estimated its capacity then guessed the percentage of that shown in the pucture to give a rough number.
1412,tried to figure out how many were in an inch square and multiplied by the number of squares
1321,I've estimated how many people were in approximately 1 square centimeter of the picture. Then I multiplied that with how many I thought square centimeters was in the picture.
1402,"I saw a lot of bodies and faces in the crowd of people. I imagine they are in a very large arena for a gathering, whether it be a sports game or a show. I guessed about how many people it may be based on the idea that they are in a large arena. "
1468,I've count the first row and then tryin to do the math counting rows 
1755,"seemed like a pretty even distibution of people so i made and esimate size of a square that had about 20 people. Then i estimated how many times that square fit into the image, then multipled all together"
1296,"I counted 5 people. then doubled the area to make 10, then calculated the rough number of 100s along the bottom. It appeared to be 800. I then counted up to see how many of these lines I could make and found it was 5; which I multiplied by 800 to make 4000."
773,I tried to count as best as I could how many people were in a single row and estimated from there.
60,Counted the few bottom lines and established a trend on how the rows increase. And made a calculated guess
857,I counted how much space a group of 10 people occupied. The crowd looked pretty evenly distributed so I estimated by eyeballing it.
1041,Counted atleast a fraction of the crowd and then made my estimate 
22,"Firstly counted a portion equivalent to 10people, then subsequently divide the whole area with that portion of 10people.."
73,"I thought about the secondary school I went to, which had about 800 pupils in it.  I visualised us all gathered for morning assembly and what that looked like in terms of a crowd of people.  I then divided the crowd in the picture into sections I thought roughly corresponded to a group of 800, and found about three such sections in the picture.  Hence my total of 2500."
426,I went by guessing the amount of people based off the amount of dots in the picture.
1050,Guessed how many people are in the picture 
1843,i did count bunch of people then moved it on other side of the sits
319,I counted a square and tried to see how many squares are in the picture. 
357,i started counting in the most populated area and then muliplyied the top areas. I did the same in the bottom more sparce area and then totaled the two together. i then reduced it by about 50 for the over estimate
829,I tried to caculate the number o raw and the number of person per raw.
776,I saw the picture and calculated it based on concerts that i have gone to.
985,"I counted the rows of people and the number of persons in one row and multiplied it,"
164,Looked for 10 people in a row and multiplied it out throughout the image.
1181,I tought of it like a rectangle. I used my thumb for collumns and each collumns represented 10 people (there were 7 collumns) and for lines I estimated around 7. 7*70=490 so I rounded it up to 500
2,Best guesstimate just by visually the size and volume of people.
1188,Attempted to count a rough number of people but gave up and just took a random guess 
114,I attempted to estimate how many people were within a certain block. I then multiplied that number by the estimated number of times I felt that block was replicated.
286,Because based on the number of blue dots and the seating.
1477,I first counted a row of people in a single column then multiplied by that total row
470,Iâve observed the picture and I made my best guess. 
577,Thinking about a concert and how many people are in each section
1274,"Started counting to see what a 10x10 grid would look like. Then guesses from there. Also imagined my local stadium that I know seats 40k, that looked a bit over a section. Hard to estimate though having never been forced to before."
197,I tried to estimate the number of people per row and then tried to count the rows. 
1433,I counted how many people there are approximately in one row and multiplied it by the number of rows.
1293,i counted a small section and multiplied by similar sections
1565,"I took a random portion and count the people inside it, I divided the picture in portions of same size and then multiplied the initial number of persons with the number of portions.."
1845,Counted 20 people and looked at what approximate area they occupy. Then counted how many times that area repeats in the image and multiplied by 20.
840,"I have been to a full lecture hall that houses 300 students. This looks about three times as big, so I guessed 900-1000. My gut instinct said it's on the higher side, so I went with 1000."
667,I counted approx 10 people closest to me & then tried to estimate how many other groups of 10 were in the picture.
1462,I counted the number of people in one row using the purple dots. I then tried to estimate how many rows there were in total and guess the number of people. 
385,Did a rough estimate of how many people were in a small group and then that size multiply it by the times I thought that size was in the picture
19,I divided the picture in 2 halves (upper and lower since there is a difference in desity). After that i estimated how many dots i saw per half and added them up.
1335,I knew it was one section of a decent sized stadium. I know roughly how much stadiums can hold so I guesstimated based on how much of the section was visible. 
345,"I tried to count approxamitely one row, and then one column, and after guessing the widest row was about 100 people and there was about 10+ rows I thought the number is gonna be huge, about 2000-4000, I didn't count for long, but I think it'll be around 3000+"
1064,I estimated a small section of people then I tried to copy that over into other areas. I tried to take into account different perspective but I think I messed up.
283,"I performed a rough count of those in a row along the lower tier, and multiplied that figure by the number of rows.  Then I looked at the more densely populated upper tier, and reckoned that the number present would be around double the number in the lower tier."
934,"first ive counted 10 in the corner, then estimate"
1611,"I tried to estimate how many people appeared to be in each quarter of the image, then multiplied that by four."
1880,I split the image into around 20 areas and counted how many people approximately were in one of these twenty areas. I got the figure of 140 and I then multiplied it by 20 to get 2800. I am sure it is wrong as some areas of the image feature very few people but it is my best guess.
1760,I just roughly divided the people into gropus of 10 and made an approximate calculation by takinga a quick look.
747,"I tried counting the people who were at the edges, and then multiplying that by eye with the amount of dots I could see in groups little by little."
15,I compared the amount of people to a school/stadium of fans to work it out
1792,"I tried estimating the number of people in each row on the below deck and assumed it to be 1000. Then i noticed that it appears as though the way the picture was shot, that the people in the deck below are similarly the same as the number of people in the above deck. So i concluded it is probably 2000 if not above."
1626,I broke the picture down into what looked like sections of the stadium and counted across one row of seats then applied this to each section then took some away for gaps(stairwells etc)
1299,I tried to estimate how many people per row and how many rows there are
1593,took a small section and guessed that number of people then extrapolated that to the larger picture 
1783,It was a complete guess
953,"I roughly estimated 10 people in one section, went across 8 times and roughly 10 down. 10x10x8 is 800."
1883,"Thinking about how many people would fill a venue that size,."
234,"I estimated the amount of people there may be in one row, and then attempted to guess how many rows there were"
1877,I just looked at the blue spots that I saw which represented their heads then made a decision according to those blue spots/dots
1656,"I used the front row as a baseline, and looked at the next row above it to estimate the increments."
1269,I estimated the size of the group.
459,"i counted how many rows there were (on average) and how many people a row had, and multiplied them"
1385,Imagined a concert hall of similar size which I know holds 3900.
1417,it was mostly intuition. 
1551,"I counted the people in one column then multiplied it by the number of rows, it was difficult as the photo is quite small on my device"
877,counting to estimate 100 participants and then estimating based on this
347,I started counting people in a small area and then doubling the number.
536,Counted a fraction of the people and then made an estimate 
1887,"I tried to count lower dots, then estimate how many times more of them were in the upper part of picture"
1125,"I counted an entire row, and then counted how many rows there were. Then, I multiplied both numbers."
314,I tried to think of a football stadium and divided by how small a space the picture filled.
1021,"I used as reference a famous indoor arena in my country, where I went a few times. The picture seemed to have about 1/4 of the size of that reference arena, and it looked packed, so I estimated there were about 1/4 of the capacity of that arena I thought of"
258,"Just look at the proportion of the stadium, which i know they can fit lots of people and i just guessed it"
1058,I tried to determine the number based on a visual count per row
1578,counted people in one row then multiplied by 100
1863,"randomly guessing the number of people in the picture. Count a small corner of people there and then estimate about how corner"" will it has in the whole picture"""
297,I guessed the amount of people in the picture of a stadium
1270,"I counted one row of people and got 47, so based on the length I guessed that there were about 30 people in a column and multiplied 30x47 then rounded up to 1500 because some areas were more dense."
929,"I tried to count the rows of seats/people and then counted the number of people in one of these rows. I used these two numbers to multiply and get an average estimation. When multiplying I overestimated a little to account for what seemed like denser groups of people etc. I added an extra 500 onto my total estimation as it didn't seem like my initial estimation of around 2,000 people would have been correct."
129,Counted approximately 10 people within a square. Then counted approximately how many squares of 10 there were in the picture. Higher density equals more squares.
764,"Impossible to count, rough estimate, the blue dots helped a little to calculate"
115,I assumed the place could hold around 20000 people and saw it was only a section of the arena so I guessed 3000
749,"I tried counting how many people were in one of the middle rows and looked at how many rows"" of people there looked to be in the picture (roughly). I multiplied the two figures and then corrected it slightly to allow for the fact that there were fewer people at the front of the picture and more people towards the back of the picture."""
1130,I calculated the blue dots in the corner about 1/5 of the entire screen and then just added that to the remaining portion of the screen. I assumed it had approximately about the same ammount of blue dots
1890,I compared what i saw to compareable stands at events i've been to and determined what it would be as a % of the overall capacity of the arena i'd been to
991,I thougt of the number of people a staduim can hold.
1358,I saw how much was 10 people and just tried to guess based on that
32,I looked at the crowd and made an educated guess 
663,I looked at how many people were in a row and estimated based on what I could see in the image.
1839,I thought about university and how many student it required  to fill 3 lecture room and tripled that number. tr
1028,"I counted the number of blue dots on the vertical and horizontal sides. I came up to about 100*25 = 2500. But seeing that the people are not spread uniformly and there is empty space in the middle, I decreased the number. Pretty much eyeballing only"
691,"I counted a number of people in a determinated area, and with the area size in mind and number of people I just tried too see how many times that area would fit in the picture and estimated the number of people"
955,I counted a inch of people and then guessed from there to how many 
1420,"I estimated based on the size of the stadium , "
727,I basically took a bit of stock of the scene using the blue dots and then just guessed. 
806,counted one row it was about 50 then i counted how many rows
1284,"Looking at the picture, I estimated a percentage of people that would be around a 100. I think looked at the picture as a whole and guessed how many blocks of a 100 people it would fit within."
619,I looked horizontally and vertically and roughly counted how many I thought were in each row or column and multiplied them by each other.
928,I averaged a group...and then counted how many similar sized groups.
1621,I counted a small group of people and tried to times that with the number of how many people I thought where in the small group I first focused on
1695,"I envisioned a full sports stadium thst can hold around 100000, then estimated thst the picture wss about 1 fifth of a complete stadium"
623,I thought about photos oflarge groups I have seen previously and thought about how any comments estimated how many people were there
494,"I looked at approximately how many people were in the first few rows, and tried to use that to estimate how many people there were in total."
381,I tried to count the rows and how many people would be in one row in the photo.
547,I deduced how many 100 hundreds of people and roughly summed them together
1853,"I counted the amount of heads roughly vertically, then diagonally then multiplied the two"
1526,"There were about 26 people in the lowest right corner row, 35 in the next row above, so I figured possibly there would be 9 more in every row above. I finally lost count and made my best guess."
1738,Imagined a grid system. Tried to count the number of people in one column and then multiplied it by an estimated number of columns
111,I tried to think about what the average stadium size might be and go with that. The picture looked like an average stadium 
688,by guessing
1720,I counted a small section and then multiplied it across the whole photo to get an estimate
1873,"I counted twenty people, visualised what space they took up then tried to apply it to the whole picture. I think I've actually over estimated."
695,i counted out the largest row and estimated from there
958,"I just had a rough guess at how many people would be visible within the scope of the picture, since it wasn't a super long distance shot covering an entire arena as an example, I used that to have a rough idea of what to expect."
1860,tried diving the people displayed in the piture into groups of 100.
138,"Counted roughly 1/4 across the the width and length, then multiplied each by 4, then multiplied those answers together."
157,I thought about how many people fit in a stadium and how many people might be sitting in a certain section
1808,"worked out number of people per row approx and counted number of rows in picutre, did simple multiplication"
989,"I tried counting in a row and column and multiplying, although the blue dots were really small."
445,Roughly counted areas in between stairs as it is the repeating pattern. Multiplied it with how many time it is repeated
1342,Estimated one row and then multiplied by an estimate of the number of rows
1185,"It looks like the same amount of people in my high school pep rally, which would consist of 500-600 students."
531,"I started counting the people, but the I stressed out so I stopped and guess just by seeing the image."
601,Can you guide me a little by the blue dots in the image?
1225,"I Just tought that they weren't so many people, I think for each lines there was something like 300 people and so, for about 10-15 lines I thought about 4000 people"
765,Counted a few heads then scanned the full picture counting in 100 blocks
1773,"After looking at the image for quite some time (more than i care to admit), i concluded it looked like a lot. Maybe quite a few thousand. They were small dots too in large clusters for quite big image, so i figured it would be a surprisingly large number."
1366,I counted how many people were in a line across and up and multiplied. 
515,"estimated the middle rows times the#of rows for the top ,sutracted approx 10 per row to the bottom"
222,"I thought about how my school assemblies used to look. There were a thousand pupils in my school. This picture looked bigger than this assemblies but I imagined my school assembly beig double the usual size but 2,000 seemed more than what was in the picture"
793,"I honestly just trusted my gut. I didn't use any specific strategy. I just thought about the Football Stadium here in Hannover, Germany and tried to approximate."
952,I tried to think about the scene (a football match) and how many people might be attending
1370,i just guessed
1891,"First I looked at the picture closely and then I tried to guess how many people in each row were (from left to right). After that I counted the rows (up to down), and multiplied that. And thats how I got my answer."
1558,"I determined the space that 100 (approximate) would occupy. I then estimated how many blocks of space of a similar size there were. Finally, I multiplied the number of blocks by 100 to calculate the total."
1903,I counted a line of people horizontally and vertically and multiplied the two numbers to get a result
837,I guessed a number that I thought would maybe be around the number of people there are. It looks like more than 100 and looks to be in the 1000s so I picked a number in the middle of 1000 and 10000.
693,I tried to estimate how many people there were in the picture by recalling the number of spectators in the rugby ground which I visit during the rugby season.
1596,"I thought about when I attended a soccer match that seated 85,000 people and this is a small section of what that would be."
1662,tried to estimate how many people are in a row than multiplied by the estimated amount of rows
121,"I figure it seems like around 100 people per section and the sections look like there's stairs in between, so that was my guesstimation (but I feel it might be low)."
20,"I roughly estimated how many blue dots were in a small area, then multiplied by a factor."
451,I just assumed that they might be the number i just mentioned because they are in the stadium as we all know stadium carry high number of people 
1649,"I tried i roughly broke it down into 8 smaller chunks and to guess how many would be in each section, then doubled it."
1554,"I tried counting one row of people horizontally, then vertically. I also tried to create groups of ten and see how much space they took, but it was quite difficult to guess"
959,Just looked at the perspective distance and randomly guessed! 
583,Counter across quickly and estimated how many rows although could be miles off!!
809,I just tried to estimate it by the size of the place
208,Complete and utter guess being honest. Was originally thinking maybe 10000 or so but doesn't really seem a big crowd so ended up say 1240 as it's more than a thousand but don think there is 2000
4,"I've been to quite a few concerts this year, so having that in mind and comparing the size f the venue and how many people where in the pit, I estimated the number of people that were in the picture"
1139,roughly guessed how many people could be in a row and then multiplied it by the amount of rows I estimated.
503,"I counted the people in the middle row and the number of rows of people, then did an approximation knowing some rows were shorter or larger than others."
419,It is asking to guess how many people are in the photo. 
1439,I just took a quick look at the photo and made a guess.
78,"I picked a small segment and tried to count the number of people, then I then estimted how many similar segments there were (taking into consideration that different parts of the picture had a smaller number of people."
125,vibes
1113,"It is a section of a football/soccer stadium. Normally, those stadiums take 50,000 to 80,000 people so a small section can like that in the picture could be around 10,000 to 13,000."
1879,I tried count the people in a single line and try to guess how many lines there are in a section. 10 lines x 10 people in a section = 100. I thought there would be 8 sections so 100 x 8 =800.
1900,"I looked at the zones of most and least density, to see how much apart the dots were. I grouped them in chunks of about 100 people and started counting in a rough manner."
1661,"I looked at roughly how many blue dots there were in the image, and then i thought that there was definitely over 100 so i took a guess at 300"
699,I have had the opportunity of hearing the an estimated number of a crowd similar to that based on the area of coverage..
303,i count the number of seats in a zone and i multiply by the number of zones in the image 
512,"I estimated at first how many 10 people would be in space then kind off looked at the picture a bit more and grasped the number 800, at first I thought around 700 but then changed it for a bit higher as I feel sometimes we can underestimate"
1859,Counted the blue dots in a certain area then tried to imagine the same number for a similar area
614,I relied on intuition
1630,"tried to estimate how many people were in a row of seats, estimated how many rows i could see and multiplied the results. "
954,It was something that just came to me after staring at the photo for a while no strategy 
1012,"I attempted to count the center row, then guestimated the total, based on the number of rows. I took into account that some rows were shorter or longer."
792,Rough estimate of how many blue dots per row of seats.
66,"I divided the crowd into roughly equal sections and estimated how many people were in each section, then I added up to arrive at a total number."
683,I looked how many rows there are and tried to guess how many people are in one row.
598,Sectioned off a bit of the picture that was easier to guesstimate for. Multiplied section of picture by how many sections fit for the whole picture. Did a brief sanity check at end to see if that answer would make sense.
355,"counted on the sides and multiplies that, times 100"
277,It was a guess based on football stadium people
617,"I tried to estimate so by eye, I did not count or scale, because in different places there is different density"
841,"I tried to count how many people where in a line. Also I tried to remember how many people fit on a stadium, by the picture used it felt like the photo would be 1/7th of the stadium."
193,I divided into 10 vertically in my mind and vertically went down to count the number of dots. There were around 100 in each ten parts
165,"First, I thought there would be approximately 100 people for each row of seats, next, I counted the approximate number of rows in the picture and lastly I multiplied the data and added a little bit more to the result."
422,I thought about a stadium and what I would normally think that one of the sides of the stadium would have as seat places
1885,"I counted 1 row, and estimated the rest by assuming the same set of seats in each row."
516,Just from what it looks like 
41,"estimated the size of the picture in cm2 , then estimated the number of heads in 1cm2 , then multiplied to arrive at the final number of heads"
921,I had to think about how many people were shown on the picture
400,"I tried to estimate the number of people in one row, and then estimated the number of rows, and then multiplied them together."
698,"I just made an assumption , thinking its a football field, "
168,I attempted to count the number of people in a certain section t to them use as an estimate and where it was logical
57,I thought that every blue dot is representing one people. So I guess it.
242,Looking at the rows . Trying to guesstimate . The back looks more crowded than the front . Not a full picture so trying to project in my mind a total 
393,"I zoomed in, and scanned quickly and guessed. "
415,"I counted the number of people in one row of seats. Then multiplied by the number of rows. I figured discrepancies would mostly even out ,.like fewer people in the first rows due to perspective but more in the back rows. "
1513,Guesstimate how many people in each row. Guesstimate how many rows. Multiply the 2 figures
1182, the number of heads and the area they are in 
690,I just guest it
1237,I just took a guess because I attempted to count one row of blue faces and it was to small to see
1010,I was looking at how close together they were. Also the area that these people were in
1788,I first tried to associate how many people would fit a stadium. I started to count how many people were there (trying to estimate how many per row) and then try to calculate how many people were actually there.
474,"I multiplied the area I could see - length and breadth, and made an educated guess based on that. It was more or less a gut feeling."
826,"I started counting the rows, realized that was getting me nowhere and went with a best guess based on how many people stadiums might hold."
802,i estimated where i thought 100 batches of people would be and continuesly stretched it across in my mind
1148,roughly counted number of rows I could see and then decided what would be a reasonable amount of seats per row and multiplied the two numbers
52,"i estimated a smaller section, then multiplied that by the number of smaller sections that i estimated were in the image"
1856,I noticed that the people were marked by blue dots. I tried to determine what a cluster of 10 people would look like in proportion to the rest of the photo and tried to estimate from there
520,Counted approximate number of people horizontally and vertically and added about 20%
1253,I tried to estimate how many people were in a section and then multiply it 
352,"Make a rough estimate of the number of people in a column, make a rough estimate of the number of columns, multiply together. "
428,"It looked like a section of crowd at a concert, so guessed a section"
1157,I counted a group of 10 people. I used the size of a group of 10 to then estimate 100. I then used this information to estimate how many in half of the picture and then doubled it.
1079,"Counted up heads in a small area, then tried to mentally place the area as many times as necessary to fill up the screen. Without explicitly counting, made an estimation."
509,I just did an average by how much I saw and how much I felt there would be without counting them all
1052,just imagine a row was about 60-80 people and just times this by the number of rows i could see.
1055,comparing it to crowds i had been in or seen before 
1318,I begin counting at ten dots and use my approximation in multiples of one hundred.
1034,i tried to count a row of heads and multiply it by how many columns i think i see
321,"I have been among many people, I tried to visualize it, compared to how many people are in the picture."
908,"divided the less dense bottom region into areas the approx size of my finger, counted how many there were in one section, counted the number of sections, multiplied. Repeated for the more dense top region, dividing into smaller sections and counting rows and columns"
120,"looking at the blue dots, i checked how many per section and tried to estimate on that."
1105,"I tried counting how many people were in a small corner. Then I counted how many chunks"" of the same size there were in a single line"
498,Thought about the rough capacity of a stadium and how much that looked like as a percentage.
847,i looked at the area that approximately 10 people occupied and the extrapolated from there. 100 people occupy 10 times the space as 10 and 1000 people take up 10 times the space as 100. then i just estimated how many times 1000 people would fit in that area
670,One row is about N ammount of people. There are approximately X rows. N*X=...
320,"Looked at the picture, saw that each of the blue dots represented a person. Figured there were alot of them, and 50000 is a big number."
133,"Sectioned off part of picture, estimated for that part. Multiplied by how many sections for the entire picture. Sanity check at end."
724,"Imagining the crowd as a table (like in excel for example), estimate the number of rows and columns with esch cell representing a person, followed by multiplication of these two numbers."
791,I attempted a count of a small area and then multiplied by a guess of the number of those areasse areas
819,I counted the first row and then number of row and multiplied 
1766,"Counted (estimated) people in each row. Counted (estimated) number of rows, and multiplied both numbers."
1460,i was asked how many people were in the picture
292,I just tried to estimate the number of people based on the picture
1271,Kind of confusing.Pretty hard to guess due to the angle the photo was taken 
616,I started to think about my local soccer stadium and how many people can fit in there. Then I tried to guesstimate I many people would fit in that particular area of the stadium. 
360,I was asked to estimate the number of people in a crowd. Each person was marked with a marker.
88,i had a quck count of a row and a pultipled with the estimated rows adding a 10%
742,"I just simply guessed, it looked like a lot of people "
1164,"counted approx number of rows and people in rows, multiplied"
514,Guess the amount. Mostly by eye and sectioning off bits. 
932,I simply tried determine a line of people how many are them and then tried figure out how many rows there and just multiplied it .
100,I eye-balled the number of people in the crowd. 
875,I counted rows and then multiplied the bottom rows and the top rows and guess around 1600 would be close.
1080,"counted how many people was in a row, then counted how many rows in each box"" section. Multiplied by how many ""boxes"" I thought there was"""
1310,I started with the rows closest to me in the lower level. Those came up to 605 and I estimated the rest really quickly and came up with 720. Decided to double it to account for the ones on top.
524,I think they are in the stadium. I obtained an estimated result by dividing into groups of 50 people.
1631,I was thinking about number of seats in a typical stadium sector of this size.
544,"I tried looking at the picture as a matrix, and multiply the number of columns"" with the number of ""rows"". I multiplied 20 (vertical) with 35 (horizontal)."""
1074,I just tried to think of the size of the arena where I live and how much it sits and then tried to think of how much of an arena is shown in this photo. 
1688,"I estimated how many people fill up a stadium (about 80000 people). Then, I imagined a section of that stadium and how much that picture would fit into a stadium."
383,Split up the people into groups and estimate based on those groups
555,I counted roughly the amount of people vertically and horizontally trying to account for the curvature that caused more or less going vertical and horizontally
67,I tried to look at how many people I could see and compare it to other crowds I had seen. Then I thought about football and the size of crowd they get and what this section might equate to
464,Tried counting the people in the width of the section and the length and then multiplying them. Done this for the upper section as well and added them.
1234,"I looked at the amount of people there and thought how many usually fit in one of the areas which is about 1000,then looked at the over overcrowded areas and increased upon that"
1515,I estimated the number of people in each row. Then I estimated the number of rows and sections. Finally I multiplied them all together.
409,Looked at the image and tried to size it in a football stadium 
1023,I just counted a portion  and multiply by similar portionportions.
58,I thought about my school assembly number and superimposed the image on the photo 
1076,"I just remembered things like stadiums, auditoriums and churches and thought about the usdual numbers in those buildings since the picture allude to somethjng like that."
1001,I estimated the capacity of the stadium and assumed it could accommodate about 80 000 people
863,"I made a first guess, decided it was too big, estimated it down too far, I thought, and so pitched my final guess in the middle"
76,"i tried to calculate how many rows are there (~25) and how many people are there in 1 row (took random one, got 70). i multiplied both values and got 1750, which semms pretty possible in my opinion"
646,I chose a section. I counted th number of people. I multiplied tha by the number of sections in the image
896,I tried to count one group and estimated how many there were in total
1309,Randomly
233,"a typical stadium, of, I'm guessing that size, would be around 18,000 to 23,000, or so. So that was a corner section of that size, roughly speaking."
1675,I just guessed. There looked a lot of people
1535,It was estimated based on general capacity of this type of sporting event 
1575,"I just went with my intuition, I counted a couple of dots and imagined that amount multiplied a few times"
851,The number of people in the photograph was ascertained by counting the blue circles.
1172,At first I tried to count but it was too many people. I just guessed a number that seemed close. I didn't feel like I had any good ideas on how to make a better guess.
1795,Total guess
209,"I counted a section of the blue dots on people's heads (10), and then tired to estimate how many lots of that were along one of the longest lines of people (about 10 lots, so 100). I then took into account both the more dense grouping at the top left and the less dense grouping at the bottom right, to estimate the total."
995,i just eyeballed it
1552,looked at the amount of blue caps. then I simply guessed.
185,So first make an approximate count for each row of seats try differences thanks to the separations between each row once taking into account the total of the rows make an approximation of the number of people that fit between each row finally I wanted to leave a margin of 10% since there are people who are outside the row of seats set
787,i just looked on the people and the seat 
1594,I counted some of the blue dots presumably representing people in a quarter of the image and drew a rough estimate from that 
1837,I typed how much people I think is in the picture
624,Knowledge of full baseball stadium capacity vs. size of sections shown in image.
479,Tried to count people a square area then multiply this number for the whole image.  Estimated guess. 
85,I looked at the picture and thought about what stadiums have I thought of a number from that
26,I thought there might be 100 people in every 2 rows or so.
1365,"take a segment in the foreground to assess how much an area of 100 people would cover, then extrapolate to the entire frame"
485,estimated by counting first 100 people and then guessed the remainer
256,Roughly counted the amount of people placed vertically in a row and then the number of people placed horizontally in a row and multiplied the numbers together
597,"I counted a group of people with my mind from the bottom corner. I looked at the size of the group , a circular size and then counted the groups from there using the patch that I had guessed was about a 100 people."
1107,"I thought about counting the blue dots, but decided just to guess"
142,I counted 60 people per row and then the approximate number of rows gave me 24
480,"I read the instructions, observed the image, tried to divide the crowd in smaller groups to estimate how many people were in that group and then calculated for the overall group of people. "
1220,"looking at it as blocks of 20 people per row, 5 rows per block at best guess that would be around 1,800 people in that picture"
1371,worked out how much space 10 people took up. Woked out how wide a slice for 100 and added up how many 100s I thought there might be
632,I just did a rough estimate I tried counting one row to see how many but it was hard to keep track of how many and to count each individual dot
1636,I looked at a picture of a crowd and was asked to guess the number of people in it
755,I made a guess based on the amount of people in the picture. I visualised what different amounts of people would look like. This is how I came by my answer.
169,"counted 10 people across at bottom tier and top tier, counted around 25 tiers. Estimated this section at 250 people, then extrapolated."
1536,I basically looked at the image took a rough estimate and times it as all is a blur.
1868,I counted around 50 people and then tried to work off that so that 50 became 100 and then filled the full picture
1383,"I used my gut to be honest, I guessed and used a short vision in order to imagine approximately the crowd "
364,"tried to quarter the pic, 8th it but in the end i thought of a sports stadium and guessed around 5000"
1685,That is my best guess
1357,"i started counting the row but then my eyes went fuzzy. having been to a stadium, i know they can fil in lots of people and it looks like more that 500 individuals but not more than 1000 so i picked a ranom number between that"
5,"counting the amount of people in one of the middle rows, then multiplying by the amount of rows (including half rows)"
1816,I thought of my general knowledge of stadiums and their capacities.
310,"It looked like a stadium that I've been for a concert, and it was packed. Looked like a large number of people and the section was full."
1758,I compared the size of the stadium in the image to my university classroom and saw its maybe 3x bigger.
1533,Tried to group the people and estimate the number of people in each group and then multiply that number.
912,i was doing my stuff when i heard a notification from prolific. that's how i found out and began this task.
175,vibes.
1708,"Focusing on a les dense area of the picture. Not clean counting the blue dots. Extrapolating the area for a smaller chunk of the picture, having real life dimensions in mind. Extrapolating this chunk to whole picture, correcting upwards for dense blue spot areas."
51,Based on the blue dots in every row multiplied by the number of seats in each section.
1205,Size of a football ground guess the gate then divvy up a section so seemed about 3000
546,"I counted a small sample and approximated. For example, i would could 20 in one sample and see the percentage of the entire picture that it covers, i did it again somehwere else and coutned 50 and similarly saw the percentage that covers the pictuer"
939,"Try to generalize areas (by 100) the count tally them up, I saw 8 =800  + 50 for a rough estimate."
1277,"I tried to imagine the event and how many people there could be there. Additionally, I tried to count some of them and try to multiply"" them"""
153,I made a rough guess of the number of full rows and partial rows. Then made a guess at the number in each row. I then multiplied these two numbers together.
999,Counted how many people were in the rows then counted the rows
146,Zoomed in and roughly counted the smaller area then guessed how many of those sections fitted in the picture 
1300,I tried to count a row and then multiply but ended up just guessing at the end 
98,Counted one row and then estimated how many rows
1191,I figured it out based on previous concerts Iâve been to and the amount seemed about the same in the concerts Iâve been to
1894,"I counted roughly how many were is a small area and multiplied up, taking perspective into account. "
1627,Divide a line and multiply 
1876,"Generally a football stadium holds thousands of people, so so took a wild guess "
1070,Well I did try to count the visible audiences at first than I guessed the number of other audiences 
1207,Scanned rows and sections. Estimated numbers in blocks.
1094,"Roughly estimated. Went up in increments, adding a zero to the end of the number. Found the closest to my method."
1676,i just assumed a number - wasn't much calculation but it seemed very dense
351,"I started counting the dots in the areas where they were most present, therefore at the top. Since counting them one by one was a bit utopian, I took the quantity present in a given area and then added it area by area like squares, imagining the probability that there would be more or less the same quantity."
456,multiply the number of people
542,looked like .25 of the picture contained about 100 people
1166,I thought back to a time when I was in a football (soccer to you!) crowd. I was thinking in particular of a match where 3000 attended and this photo seemed a similar size of crowd.
897,"I tried to count the people from left and right, and then from top to bottom"
1767,estimated by visual sense
1116,Teated to count but ...guessed by gutfeeling.
642,I took a guesstimate 
1350,I counted ten people and from those ten people I got to one hundred people.  I then counted in hundreds.
568,"I counted about a dozen to see how much space"" they took up on the picture. I then tried my best to use that to visually multiply it for an estimate."""
758,"I tried to count people up the rows and across and multiply it, but a lot of the people were hard to count so i don't think it went that well."
254,i took a section of people and estimated the number then multiplied by how big the area was
816,I was assuming the number of people in the picture. 
984,I estimated the amount of rows and the number of people per row. I then multiplied them together to get to a rough estimate and whether I thought it was sensible based on sporting events I have been to.
1474,i tried to see how many where in a square of the picture and try guess how many square i could fit in the picture
1470,"Didn't use any particular strategy, I just used my gut feeling and estimated."
